id_order_detail,order_id,product_id,quantity,name,supplier_id,category_id,unit,price,id,name_category,description,customer_id,employee_id,date,shipper_id,name_order,contact,address,city,postal_code,country,last_name,first_name,birthdate,photo,notes,name_shipper,phone,id_supplier,name_supplier,contact_supplier,address_supplier,city_supplier,postal_code_supplier,country_supplier,phone_supplier
234,10335,32,6,Mascarpone Fabioli,14,4,24 - 200 g pkgs.,32.0,4,Dairy Products,Cheeses,37,7,1996-10-22,2,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",United Package,(503) 555-3199,14,Formaggi Fortini s.r.l.,Elio Rossi,"Viale Dante, 75",Ravenna,48100,Italy,(0544) 60323
235,10335,51,48,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53.0,7,Produce,Dried fruit and bean curd,37,7,1996-10-22,2,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",United Package,(503) 555-3199,24,"G'day, Mate",Wendy Mackenzie,170 Prince Edward Parade Hunter's Hill,Sydney,2042,Australia,(02) 555-5914
236,10336,4,18,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",60,7,1996-10-23,2,Princesa Isabel Vinhoss,Isabel de Castro,Estrada da saúde n. 58,Lisboa,1756,Portugal,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",United Package,(503) 555-3199,2,New Orleans Cajun Delights,Shelley Burke,P.O. Box 78934,New Orleans,70117,USA,(100) 555-4822
237,10337,23,40,Tunnbröd,9,5,12 - 250 g pkgs.,9.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",25,4,1996-10-24,3,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,9,PB Knäckebröd AB,Lars Peterson,Kaloadagatan 13,Göteborg,S-345 67,Sweden,031-987 65 43
238,10337,26,24,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,3,Confections,"Desserts, candies, and sweet breads",25,4,1996-10-24,3,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,11,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Tiergartenstraße 5,Berlin,10785,Germany,(010) 9984510
239,10337,36,20,Inlagd Sill,17,8,24 - 250 g jars,19.0,8,Seafood,Seaweed and fish,25,4,1996-10-24,3,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,17,Svensk Sjöföda AB,Michael Björn,Brovallavägen 231,Stockholm,S-123 45,Sweden,08-123 45 67
240,10337,37,28,Gravad lax,17,8,12 - 500 g pkgs.,26.0,8,Seafood,Seaweed and fish,25,4,1996-10-24,3,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,17,Svensk Sjöföda AB,Michael Björn,Brovallavägen 231,Stockholm,S-123 45,Sweden,08-123 45 67
241,10337,72,25,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,4,Dairy Products,Cheeses,25,4,1996-10-24,3,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,14,Formaggi Fortini s.r.l.,Elio Rossi,"Viale Dante, 75",Ravenna,48100,Italy,(0544) 60323
242,10338,17,20,Alice Mutton,7,6,20 - 1 kg tins,39.0,6,Meat/Poultry,Prepared meats,55,4,1996-10-25,3,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,7,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
243,10338,30,15,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,8,Seafood,Seaweed and fish,55,4,1996-10-25,3,Old World Delicatessen,Rene Phillips,2743 Bering St.,Anchorage,99508,USA,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Frahmredder 112a,Cuxhaven,27478,Germany,(04721) 8713
244,10339,4,10,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",51,2,1996-10-28,2,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,2,New Orleans Cajun Delights,Shelley Burke,P.O. Box 78934,New Orleans,70117,USA,(100) 555-4822
245,10339,17,70,Alice Mutton,7,6,20 - 1 kg tins,39.0,6,Meat/Poultry,Prepared meats,51,2,1996-10-28,2,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,7,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
246,10339,62,28,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads",51,2,1996-10-28,2,Mère Paillarde,Jean Fresnière,43 rue St. Laurent,Montréal,H1J 1C3,Canada,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,29,Forêts d'érables,Chantal Goulet,148 rue Chasseur,Ste-Hyacinthe,J2S 7S8,Canada,(514) 555-2955
247,10340,18,20,Carnarvon Tigers,7,8,16 kg pkg.,62.5,8,Seafood,Seaweed and fish,9,1,1996-10-29,3,Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Federal Shipping,(503) 555-9931,7,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
248,10340,41,12,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,8,Seafood,Seaweed and fish,9,1,1996-10-29,3,Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Federal Shipping,(503) 555-9931,19,New England Seafood Cannery,Robb Merchant,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,02134,USA,(617) 555-3267
249,10340,43,40,Ipoh Coffee,20,1,16 - 500 g tins,46.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",9,1,1996-10-29,3,Bon app',Laurence Lebihans,"12, rue des Bouchers",Marseille,13008,France,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Federal Shipping,(503) 555-9931,20,Leka Trading,Chandra Leka,"471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
250,10341,33,8,Geitost,15,4,500 g,2.5,4,Dairy Products,Cheeses,73,7,1996-10-29,3,Simons bistro,Jytte Petersen,Vinbæltet 34,København,1734,Denmark,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Federal Shipping,(503) 555-9931,15,Norske Meierier,Beate Vileid,Hatlevegen 5,Sandvika,1320,Norway,(0)2-953010
251,10341,59,9,Raclette Courdavault,28,4,5 kg pkg.,55.0,4,Dairy Products,Cheeses,73,7,1996-10-29,3,Simons bistro,Jytte Petersen,Vinbæltet 34,København,1734,Denmark,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Federal Shipping,(503) 555-9931,28,Gai pâturage,Eliane Noz,"Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
252,10342,2,24,Chang,1,1,24 - 12 oz bottles,19.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",25,4,1996-10-30,2,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,United Package,(503) 555-3199,1,Exotic Liquid,Charlotte Cooper,49 Gilbert St.,Londona,EC1 4SD,UK,(171) 555-2222
253,10342,31,56,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,4,Dairy Products,Cheeses,25,4,1996-10-30,2,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,United Package,(503) 555-3199,14,Formaggi Fortini s.r.l.,Elio Rossi,"Viale Dante, 75",Ravenna,48100,Italy,(0544) 60323
254,10342,36,40,Inlagd Sill,17,8,24 - 250 g jars,19.0,8,Seafood,Seaweed and fish,25,4,1996-10-30,2,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,United Package,(503) 555-3199,17,Svensk Sjöföda AB,Michael Björn,Brovallavägen 231,Stockholm,S-123 45,Sweden,08-123 45 67
255,10342,55,40,Pâté chinois,25,6,24 boxes x 2 pies,24.0,6,Meat/Poultry,Prepared meats,25,4,1996-10-30,2,Frankenversand,Peter Franken,Berliner Platz 43,München,80805,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,United Package,(503) 555-3199,25,Ma Maison,Jean-Guy Lauzon,2960 Rue St. Laurent,Montréal,H1J 1C3,Canada,(514) 555-9022
256,10343,64,50,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",44,4,1996-10-31,1,Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Speedy Express,(503) 555-9831,12,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,Bogenallee 51,Frankfurt,60439,Germany,(069) 992755
257,10343,68,4,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,3,Confections,"Desserts, candies, and sweet breads",44,4,1996-10-31,1,Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Speedy Express,(503) 555-9831,8,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
258,10343,76,15,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",44,4,1996-10-31,1,Lehmanns Marktstand,Renate Messner,Magazinweg 7,Frankfurt a.M.,60528,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Speedy Express,(503) 555-9831,23,Karkki Oy,Anne Heikkonen,Valtakatu 12,Lappeenranta,53120,Finland,(953) 10956
259,10344,4,35,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",89,4,1996-11-01,2,White Clover Markets,Karl Jablonski,305 - 14th Ave. S. Suite 3B,Seattle,98128,USA,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,United Package,(503) 555-3199,2,New Orleans Cajun Delights,Shelley Burke,P.O. Box 78934,New Orleans,70117,USA,(100) 555-4822
260,10344,8,70,Northwoods Cranberry Sauce,3,2,12 - 12 oz jars,40.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",89,4,1996-11-01,2,White Clover Markets,Karl Jablonski,305 - 14th Ave. S. Suite 3B,Seattle,98128,USA,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,United Package,(503) 555-3199,3,Grandma Kelly's Homestead,Regina Murphy,707 Oxford Rd.,Ann Arbor,48104,USA,(313) 555-5735
261,10345,8,70,Northwoods Cranberry Sauce,3,2,12 - 12 oz jars,40.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",63,2,1996-11-04,2,QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,3,Grandma Kelly's Homestead,Regina Murphy,707 Oxford Rd.,Ann Arbor,48104,USA,(313) 555-5735
262,10345,19,80,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,3,Confections,"Desserts, candies, and sweet breads",63,2,1996-11-04,2,QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,8,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
263,10345,42,9,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",63,2,1996-11-04,2,QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,20,Leka Trading,Chandra Leka,"471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
264,10346,17,36,Alice Mutton,7,6,20 - 1 kg tins,39.0,6,Meat/Poultry,Prepared meats,65,3,1996-11-05,3,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Federal Shipping,(503) 555-9931,7,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
265,10346,56,20,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",65,3,1996-11-05,3,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Federal Shipping,(503) 555-9931,26,Pasta Buttini s.r.l.,Giovanni Giudici,"Via dei Gelsomini, 153",Salerno,84100,Italy,(089) 6547665
266,10347,25,10,NuNuCa Nuß-Nougat-Creme,11,3,20 - 450 g glasses,14.0,3,Confections,"Desserts, candies, and sweet breads",21,4,1996-11-06,3,Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,11,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Tiergartenstraße 5,Berlin,10785,Germany,(010) 9984510
267,10347,39,50,Chartreuse verte,18,1,750 cc per bottle,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",21,4,1996-11-06,3,Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,18,Aux joyeux ecclésiastiques,Guylène Nodier,"203, Rue des Francs-Bourgeois",Paris,75004,France,(1) 03.83.00.68
268,10347,40,4,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,8,Seafood,Seaweed and fish,21,4,1996-11-06,3,Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,19,New England Seafood Cannery,Robb Merchant,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,02134,USA,(617) 555-3267
269,10347,75,6,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",21,4,1996-11-06,3,Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,12,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,Bogenallee 51,Frankfurt,60439,Germany,(069) 992755
270,10348,1,15,Chais,1,1,10 boxes x 20 bags,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",86,4,1996-11-07,2,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,United Package,(503) 555-3199,1,Exotic Liquid,Charlotte Cooper,49 Gilbert St.,Londona,EC1 4SD,UK,(171) 555-2222
271,10348,23,25,Tunnbröd,9,5,12 - 250 g pkgs.,9.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",86,4,1996-11-07,2,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,United Package,(503) 555-3199,9,PB Knäckebröd AB,Lars Peterson,Kaloadagatan 13,Göteborg,S-345 67,Sweden,031-987 65 43
272,10349,54,24,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats,75,7,1996-11-08,1,Split Rail Beer & Ale,Art Braunschweiger,P.O. Box 555,Lander,82520,USA,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Speedy Express,(503) 555-9831,25,Ma Maison,Jean-Guy Lauzon,2960 Rue St. Laurent,Montréal,H1J 1C3,Canada,(514) 555-9022
273,10350,50,15,Valkoinen suklaa,23,3,12 - 100 g bars,16.25,3,Confections,"Desserts, candies, and sweet breads",41,6,1996-11-11,2,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",United Package,(503) 555-3199,23,Karkki Oy,Anne Heikkonen,Valtakatu 12,Lappeenranta,53120,Finland,(953) 10956
274,10350,69,18,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,4,Dairy Products,Cheeses,41,6,1996-11-11,2,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",United Package,(503) 555-3199,15,Norske Meierier,Beate Vileid,Hatlevegen 5,Sandvika,1320,Norway,(0)2-953010
275,10351,38,20,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",20,1,1996-11-11,1,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Speedy Express,(503) 555-9831,18,Aux joyeux ecclésiastiques,Guylène Nodier,"203, Rue des Francs-Bourgeois",Paris,75004,France,(1) 03.83.00.68
276,10351,41,13,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,8,Seafood,Seaweed and fish,20,1,1996-11-11,1,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Speedy Express,(503) 555-9831,19,New England Seafood Cannery,Robb Merchant,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,02134,USA,(617) 555-3267
277,10351,44,77,Gula Malacca,20,2,20 - 2 kg bags,19.45,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",20,1,1996-11-11,1,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Speedy Express,(503) 555-9831,20,Leka Trading,Chandra Leka,"471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
278,10351,65,10,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",20,1,1996-11-11,1,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Speedy Express,(503) 555-9831,2,New Orleans Cajun Delights,Shelley Burke,P.O. Box 78934,New Orleans,70117,USA,(100) 555-4822
279,10352,24,10,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",28,3,1996-11-12,3,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Jardim das rosas n. 32,Lisboa,1675,Portugal,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Federal Shipping,(503) 555-9931,10,Refrescos Americanas LTDA,Carlos Diaz,Av. das Americanas 12.890,São Paulo,5442,Brazil,(11) 555 4640
280,10352,54,20,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats,28,3,1996-11-12,3,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Jardim das rosas n. 32,Lisboa,1675,Portugal,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Federal Shipping,(503) 555-9931,25,Ma Maison,Jean-Guy Lauzon,2960 Rue St. Laurent,Montréal,H1J 1C3,Canada,(514) 555-9022
